更新时间,#genre#
07-29 19:00_世界泳联世锦赛(游泳)_男子200米自由泳决赛等_男子200米自由泳决赛等_2025年世界泳联世锦赛(游泳)_男子200米自由泳 决赛 等,https://migu.188766.xyz/play?migutoken=a2a1bd2c7e0fb2f20e47d496d1b6d8ec&id=NxI9cUxYvDv8l7WdMqL97a87XaNcDojWKMElaHX8r4bO%2BnFEUPx1jJyd5IgheZ%2Bv2Rh71sixoN6FZ6LMskm9E%2BH%2BMJI1JIhfkYtzWijcAXJo1Pk9Set5pGmnVkQAJdw6oVA5mpv5tOcveEd%2FuAVfkMzf45tojTl6crNVidcST5B0lg0eD%2FWR49NryFQn2RecjR%2BIfWfbsP1KJi7zWoQqRErq9HwUN67XYzZdryMZAlE%3D&name=GvEtIYitRQhO0uaif%2FJMlWKaI4m7ukAVi3g2tr2BRPgzVvlbagRgwDWH3deM5KYcrbe4rkaNmp3grDJFr1e3O6mE0kprDdhWlxyjFohdUJ0ShnQ232%2FJqBcpRUwLCdkOAF0FHy6UdgITDUupsFuGBnlCJ%2BMs9HMKAUeMxZbWYejBVbKL7EXZzu9fQ%2BjLyzjFw6yJsX3zpBs3qEnPaoKea1oYvdXQwXXZuf8dAPdfZJj0xBUwanstpqZGMUthUPIM0r6pTsV70QzpqT3wBc8rng%3D%3D
07-29 19:00_FPX vs IG_FPX vs IG_官方解说,https://migu.188766.xyz/play?migutoken=a5aafb8b295012f8fd1fdecfb25a3d33&id=94UZ5o%2BzGxOnT2TX4rH70ZsDtkpKPQcwUHH5CsF%2BMGuzw%2FMiK6r9pH0RwqO7XEqHriq9XybLle1dM5dWDqHi385c1Di10ppGuX5k%2BwBxOoETfihlecO%2Fty5xs2%2F4H0HBYlHTKokHjok6q3mKVC%2FbTCcUcKFVtwoTX8BCDJpiZiLIuk%2FB46MYbIuED9tRZq1NVqCyRzDFgNwvOXA%2FCfuAihlCGin1ch4OgV67ZPqL8f8%3D&name=UCJdu2pYAiBXv5BzlRWEO4Qg2%2Bw2ab%2BWMsxsZxFBfDhJGGukD%2BPVWYIr9DcWde%2BIDo7Dltm0vP%2FeDsqpvDdEBA%3D%3D
07-29 19:00_FPX vs IG_FPX vs IG_官方解说,http://one.loiey.top:55488/migu/956667557.m3u8?migutoken=edd8c29f9d2e4576fdfa333fb862fcfd504220a897a37ea16ae462857193ba8fefa6e307b47ea8e867777eebd1f79774d76785510a28b5cd1752e5c5a2fdc7c54bbc602fa73dd2987e7e9bc1
07-29 18:20_贵州村超20强决赛day5_贵州村超20强决赛_贵州村超20强决赛day5,https://migu.188766.xyz/play?migutoken=07c28ab3d4ef357e3cc93b980c1a29bf&id=LDg7r5rG392rT9RipM3dSJRP%2B07LVZGVQHNfycqTZok0ELSMfnTBIR8QhQZj9Q%2BRiI%2FoyLbZXPB8vhg68HtZX%2FZABjev4rsQd7cmeOFS23xYSfIVgneTL8Lpj37alpQyKFBtfVyY5X%2F8TtNkS5AsqJfPkVAQRPeolFWT6Z3izPqp1Kxbh5W3aXimzpKZ3wSRilQt4HomnozoNURDtjGavTChfDjV2kRBLad4cvoCLXQ%3D&name=CoNtleLFKofAvHGU31wEz3cO8zv68xqGb0MTDUbmipwq%2B5pK%2BL8nPYDWqy8WaUNp14hSWgKI4BXsSWFuxXvl0dGKvsqpBGOQfnagm%2Bv0NSrdyh66lH7KQ9Bie1YZuezzzjuYDunYX7ccgsAWy2Wkfw%3D%3D
07-29 18:20_贵州村超20强决赛_贵州村超20强决赛_贵州村超20强决赛day5,http://one.loiey.top:55488/migu/956503730.m3u8?migutoken=2f11e1e0d2123c63cd234d0f8c67929f81b35b378adbcea6be902ddba5de85815cc5bb59002d604db11e503d52c2931fa32a50493bb25605e5081184a0e4d944bc1d78469ffdaeaff3a62d89
07-29 18:00_超三联赛_超三联赛 靖江赛区第3站 淘汰赛及决赛_张俊卿,https://migu.188766.xyz/play?migutoken=38e8f7b674850c0ee8b93ce8f154ef90&id=yT1N12x539mCB3%2BCXWTjGI7gFFaNMk2e9Ejbh%2FH0O7wiBhMlbASXizNUPQArg1%2BvS5BOkjqJ2T52Ledm%2BNrGp73epHQF0MO24Gjyo50gMTGBlhv%2B2EqENL%2FVVoJsZ1y4KcgHOPi6tqVUE%2FB5%2FZrXnf4Nnz0ka3FknUu59k1A9m34QZYiJlUvWlwL%2BPA4ZmA%2BgPy3DJDNcqPY2pK7IPnekrz6Ao8tRhNxIiwZ1%2BOJ6FU%3D&name=DS1yRwvXMotA3aZQ6ZQIF6p3dh1ELAsbMmKXN9E%2BdyCqBghK4IwPd2IQT0IBvtEk6JWCNAZT0B8yL8PpcuAcnQLHvoAOBKkgziQHtRbSAm1WrICWg9aUP7C26Pw6WLDE50YI8F8vQvosyJPnqjuwFw%3D%3D
07-29 18:00_全国少年体操U系列锦标赛 第一日_全国少年体操U系列锦标赛 第一日_清流播出,https://migu.188766.xyz/play?migutoken=d763578e8042cb690bfdd8b7181af456&id=GY%2BzKw4eg52Xu5AsVaB45Tic7LBPeNNU%2Bc2cCKf5QDlAR5ultpokZjrPs0qn7TZrkr6zd1p6Hq14nPkbNyv6sCoa4G49lQvpK2j0FMPxGuNce%2Fti31BvrPkEQttpoZ57VlLGBoeJrADmvFOkYmTg5UqyD2%2FyM1gX%2BkiXOIRpFOtE%2FamLq4qhvLSOgjA9wkw4Jh8KuAaL%2FiNk1GK8PB%2BVrgXgEIPj53dFmi%2BKvYt5z%2B8%3D&name=AnSMAeS0G1WkBsPg2NWS8kZzXZFxsxCPHx5%2FYcxarGO408nAB7jyNkwSVGcUcVlmmNfxcISrsgtCu04m7u0my6jaLH4jRkWhACTaTG8%2FnClTGH%2FDe%2F1Zj%2FrlmkxOswQ33pQm0XRl1XjpZa1BXvtWVM6n7fjjgzLOQVHxT011QAJZOe9lzQMoSgaeNGdayCs2
07-29 18:00_全国少年体操U系列锦标赛 第一日_全国少年体操U系列锦标赛 第一日_清流播出,http://one.loiey.top:55488/migu/956429999.m3u8?migutoken=9858e27e5a92645a455996d73e440c8258e9f11dc50e829a2f3f162ad6cb83ae00b3a900f7ce46af89b3c79b2d0ad7dbdfacd89057f1ecc84d8f0bc743a1e97bc87e17d2a001f3d40cd41988
07-29 17:50_超三联赛 靖江赛区第3站 淘汰赛及决赛_超三联赛 靖江赛区第3站 淘汰赛及决赛_张俊卿,http://one.loiey.top:55488/migu/956571687.m3u8?migutoken=95e3a2b38e6a142f6d8d4bffd82930ff2d934b7a20a355e20fa3600a8584ef51675681d328ae2068e1969ab4b46d9e3d67b52b7c7cbb44a929cbc816572599d21b02f3980dac03bb14eed744
07-29 16:30_UP vs LGD_UP vs LGD_官方解说,https://migu.188766.xyz/play?migutoken=3ea62e53281d1d14bcca08627f66659c&id=fsXbkKehr%2FTP6jGOQsY2h7rP7ydVl3Xg7L%2BSgIdNzMyOqtLNAfBiVOOjpOKRp29hvGaqhcyQWI0UNh0BnHvCekRSNjXpoyS7AeDtoYWB%2BD78r4vCwXWxJOXtB96%2F1rTZqh11UrNilkwLzv2vLw3QE6J9AHCHiaIu9T%2B5P6zGCgXq42%2B9YlS%2B9V9JvUbDWfXOHtSpkvLyjjL0SxezUIASWA4fwaK02N04ZlesALR4KZI%3D&name=Gh0yvdRsXFvrQg6v2SICJC7OAWJDRLE2w4uJKeg1OzVdXFNpbDj%2BbpgnIfhaeD54rrTLfFrvA0EzGtfBa27jKw%3D%3D
07-29 16:30_UP vs LGD_UP vs LGD_官方解说,http://one.loiey.top:55488/migu/956667539.m3u8?migutoken=85c62e5b8430ba5e324a103116a4fd7f31625bc055c7df14361b35f8aa8b2fee2c9c8d2f6ff97d07f93d78ec068be9e49995fe48d5ee6c8590afd2e5fb29e66cef813b6efb0ac4c46789d781
07-29 14:00_凯伦·威尔逊出战_凯伦·威尔逊出战_2号桌,http://one.loiey.top:55488/migu/956150917.m3u8?migutoken=0184245bf292273eb4ad2ae480d411c59f3d27d2c0d9dcdb6c9b000cdf8f1d3137ae7cf8cc97ea1f3999a27d866f6b3d918dfce424a125c61116cb5f675684070208ca30d2644f1a8897c476
07-29 14:00_2025斯诺克上海大师赛第二轮：马克·塞尔比出战_塞尔比出战_解说员：朱蒙,https://migu.188766.xyz/play?migutoken=fe3ffb003d9e09395eb61d106b66b49f&id=NNwSHLNuEbsgDgINFh5hNV7DY7y2g0YE%2BnP810muyaPzvBd9tXN7ACpVilWjShk48o5FlMOkvQZP%2FdMSlwGJMC8fZDETcaTBxDPqiSww9iBu2ordUhu5wppwTLVHGRnX7WGBNDLZrUmXxgP04IpdY7El4pQ6sKVXT8O4OGiep3nrNktq8MDc3x7PSElcswRrptMQCgww0Y4WwWWw%2B0X%2FoYJZ7jicReYIRoNG7W5K38s%3D&name=Gv1ERng7%2Fg2WJ8nvwl%2BPRX7Pv4KsWfws47AGP9I44L3EMu7Y4aAfh35Pr9z%2B%2FUCq77c2tmvyDyNvOmNIVsaNABUcg1FAIB2tHyAlmsU9m8YoTPPVc5AWEmv2HqmtStzGmbkgNO%2BLWhiUpFkRLfVuHxuLu6Bkyb6Jbdss6S%2FMSGmSB%2B8fzTjhVmCbtXZXcnFX
07-29 14:00_2025斯诺克上海大师赛第二轮：马克·塞尔比出战_塞尔比出战_1号桌,https://migu.188766.xyz/play?migutoken=21311e787d3c06f1633f68ccc6d516e6&id=YZi1%2B%2B1Ycv7CauzJzGatrGONsVhQQDNpktaCxEAGHobqR6N%2Fqg5HNjH4QYdoPDq36zGI5ZPvFzn%2BI7I55lA52BNYR2EiGAwedEfiRQvqrhjHQYlHhz59MKNH1VDdIgyCPkNYI8RwPxO4wk%2BnyK79j3SDkbc7eY%2BIWIUQwN6S%2FNxQ3yvqVhRcArbp0%2Ffr%2BZ9M8WFX0s6XQD7wexV3MIIFeuFlCda9EvazydyWuU6YIIw%3D&name=dEWhJ%2BGG5KHkoPPWl2IUAIYgW3YRtPDCbZahty1wTImsCHfU6qQzOuJOdNqwIzi6znaCpePUPK79SlA4x7EbJAy36i8ujrM003%2FrB5wMc9lp93C4EMTbT3hUM3YNVNp0auyqd5IIEJLgxIsz%2BdnP63D9Fip5dwL9lyvA7JOSWR0%3D
07-29 14:00_2025斯诺克上海大师赛第二轮：马克·塞尔比 vs 肖恩·墨菲_马克·塞尔比 vs 肖恩·墨菲_解说员：朱蒙,http://one.loiey.top:55488/migu/956620322.m3u8?migutoken=ef816251502b8ae936b0fe7299712dae92c4cc7f0601121aba6af6193c6a1651a7f19f2564263ae34230b249b42e8bb8d7ff1c0e60c5b1ee1f8017e6135c6ca3b742df5653597369f31a13ea
07-29 14:00_2025斯诺克上海大师赛第二轮：马克·塞尔比 vs 肖恩·墨菲_马克·塞尔比 vs 肖恩·墨菲_1号桌,http://one.loiey.top:55488/migu/956150894.m3u8?migutoken=649248744ca7aeab0a7263b43b57d3da51c4079d2cb1c2f345eaa370b84d09be1bd36672b442f88d91ac65fc379aee8a75e3311e28f37ca01612ac6a6d22c8c2af382376c69abde3050dc98b
07-29 14:00_2025斯诺克上海大师赛第二轮：凯伦·威尔逊出战_凯伦·威尔逊出战_解说员：秦正,https://migu.188766.xyz/play?migutoken=928d945cb3eab01d593f9bd4db63acf8&id=bXZCp6XHcAYjzDk%2FHE6uns39SCp8zSgFnyV6nih9lbnxLsZJM8MJJJkOZMdY1USnsmsG203CvPHsnbiV4LK%2FjGMKTnfDLPiVqh2Y0gRQL3F7FtLT4u%2BvqEjOzUiTAlH5uFQ2cm5senFRbHZ1UqytzqDOLPryFure%2F0PvlIya1wHwyaPZ%2Fl8s5z%2FGllRmcXbaMMD49480wDOjtbhqtX9gUGKZ%2FlP3PtvPB1vgDJbGp%2Fw%3D&name=tkftcY%2F7ZT5jBM02yKsqPh8Iidxk63%2FHpZZpUr3Nd1q%2BVWGNCAFD7gLYHZxweXM8EmpQWXxrOwe6mx%2FClwwQdbEHnOd8FEJeNlQt%2Brlv%2B9x%2BXjmUegLkLYgviu5SJ%2BG126X3WHhC6jxVIcnixxdNiVLs5C48BvNu%2BrM0E7vObOfTJS8Elc%2Fn%2F1YySHckHHjH
07-29 14:00_2025斯诺克上海大师赛第二轮：凯伦·威尔逊出战_凯伦·威尔逊出战_2号桌,https://migu.188766.xyz/play?migutoken=fb59d20d0a1f14748f7db1b1871b4d6f&id=Kq4ogPJs2KTZov4Zem9ODtt0IPFoKzCW4gQ55jl9knfQG8oGb32ja0e0CvAQqWYtk1ssU0CmOEEJe3fBfDoaxfaz8pmeSXZS4%2FRw3j0JzZ9Af9eKB1SH9TMbasVNNNQLFGC61cMBncLN8wHLfPFZX%2FAa2roGvCiTIfFB4eThQsjzhHqsJau1N4pBG1LyJajCGMFJHatPN02wjOFJ2rqqNCXPyHKUn%2FCA1QCuwWThZ9c%3D&name=oaYzfJw4CQOpfK6O3AcYF%2BEzAfgCuv%2B89St9tykKXzs6MZ1N%2FqlBQ7ANK5a%2FrA4F2N5jr928WfMxnrrFKNTAKTNaSFV7WjRg3cDT%2BAv1RheEo6%2BJ0JwbblB%2BpMbf%2BCPmeBP%2F5HAvCZq45RfpsAUiaAc6e%2FeEbt%2B8%2BxIz8FDUG0Q%3D
07-29 09:30_阿里·卡特 vs 邱磊_阿里·卡特 vs 邱磊_1号桌,http://one.loiey.top:55488/migu/956150869.m3u8?migutoken=081edc2fb2924683932bbdd3a60b33fae3a39d798a6859c65ab995501526a13413d8e128dc51a585142f12a02cd829d4b079a9ef85c9e5c5a9cf5e0dfc9e26d0a523cf612554b5c8f37e581b
07-29 09:30_2025斯诺克上海大师赛第一轮：阿里·卡特 vs 邱磊_阿里·卡特 vs 邱磊_1号桌,https://migu.188766.xyz/play?migutoken=d53273288ee5b594ff09293f5d4e2439&id=prBq2aaYJZArfTdnV8WYs11R%2F1SY2fLBKzaKWjzliQYhNYD%2BYJiV9yKgAPOcdNkuP5xL3L4SzzmygrwU8tANpfJG45cUArU4CAugFVrOVIZ1%2F1SJ8FpufYw58FeNOBMda3NIkeeKAqAyb2aGeG1tMDY4PrllHnKNt0IQUqjjZEZ6XyPEwsnP5ncYeFt1kpGPU8hlcRCAAwpMVKacnUWr4ckkBdgE8LflTpbcqkanlcY%3D&name=YUhjvuIiKjYr6K0FJvAsoFNoxMHu3QU%2FmgkKTSQtslT8FuSrTHtXeAlfqYRioqKc4qeUelyqc5n%2FMvoPC6cHFQtSXnIuXlpSAgBcknyb5Co5C9KmUp6zzw%2BMUPI2DhJzo6XX%2FnaL4Y7xgr1Fd%2BrQfu72ThKqElKMEUNNQWJIjITKe%2BlGNrmizI8vFP2jgJHN
07-29 09:30_2025斯诺克上海大师赛第一轮：肖国栋 vs 雷佩凡_肖国栋 vs 雷佩凡_解说员：朱蒙,https://migu.188766.xyz/play?migutoken=2649f68a9300c848d1f56da29d000598&id=eist2dZm8EgOLiFRPloHNQn8Isq3In2gy5pTbgZ5B6TRFTfQXHvAs1Kpp3HbJULy4w6GArzaer3n6H5YJOr0efOjRDRS4i5C1JPJecfg%2BVp9pthfncvoAMXK6SfK%2B1l9vKtkV0jFOCz4zBUIN%2BbGCTg8iAA%2BkdC3m0%2B46p6mBw8v6GJ5wC7DBSmy7xIdaqUL27JwgGd69HhEYbcNi8ZubhT%2BPvkSWBe5uc0gkLFx%2BcU%3D&name=Kva8DtLktKQB90eWlTDeL4TZ3I9iQcVukCeJThwnfY054iyltAnF3H%2FTS1cNYqtNyldH9fUDwJNwX4kVuyuZkvcTb57NhLCrmgeWzMLOezYUgTY9VyOx3N3uGpSGU9YvxyiJu2Y4c8OZdznN2SA27IsHidkIyp4x7tF%2BH3806pGB1dmdc2lWQo3uMeJLxMHO
07-29 09:30_2025斯诺克上海大师赛第一轮：肖国栋 vs 雷佩凡_肖国栋 vs 雷佩凡_解说员：朱蒙,http://one.loiey.top:55488/migu/956620299.m3u8?migutoken=aa1188b397b14a34fc2fbc8364fa54408591d51913cab50fe7666001147c1b737bf8c68f6fe3815425fed5c71e553a88b3f5ad0d9e0418fa8f106523d805ac6adec57b7687c282c9849355cd
07-29 09:30_2025斯诺克上海大师赛第一轮：肖国栋 vs 雷佩凡_肖国栋 vs 雷佩凡_2号桌,https://migu.188766.xyz/play?migutoken=fdec56e318b18e5095c9579b5fad588d&id=VzbDIVVyNpyEctObh2Y%2FqwXG1z9G8IZiLplTo%2BrbSU2XLTBgka08cUvL31fePx1PXdRTG%2BgNxpUf7G%2BfcaDy15%2FpU2BbJzpVBYbZULpURD%2BuEH8%2FlXFhbj1rsI8PlcBQm1ymKa28pklh86lyBnoSZJgvAelWtym5omrOt0pJQ8oALHkBgFdG4GJW9EBzcjrhqw4mO6wmQbQfm3ygvlucjyXbQjpRW3XoXJ%2F7nhJKzgc%3D&name=9VHng%2BPO3fAs5LLE4ByNOxgpJYhaEx1oFyTu6AQ7FXzy4ANSraY268rbw26TPkuq2NleP8vrXl0HLe%2BuYrBORasGdPnKk4h7iRDnPOl0JzTglA1dI4UN3QXsuJE%2BKHmguL2aAQ8bG%2Fp6XjEOl9spS4q1AFcrXXmiMPHpliLy%2Fys%3D
07-29 09:30_2025斯诺克上海大师赛第一轮：肖国栋 vs 雷佩凡_肖国栋 vs 雷佩凡_2号桌,http://one.loiey.top:55488/migu/956150884.m3u8?migutoken=fa2f5dd51d496f25654954aa77a4816c6e8b903b8f08c339fdb6b3fe3e9426d365d3ee596ac0e7424506335d342fd47f47bb82001505be4d4d7461d0ed4cc844c883bd7d3638a3c9f4cc693e
07-29 09:00_世界泳联世锦赛(跳水)_女子双人3米跳板、男子双人10米跳台预赛/决赛_陈艺文/陈佳出战女子双人3米板_2025年世界泳联世锦赛(跳水)_男子双人10米跳台 预赛,https://migu.188766.xyz/play?migutoken=0265022af5fd5a41cd47bb0793ae48d0&id=DUu8ALNbfozn7GtazLvmWG0bTQve2ffIlD0dCdlmFPgAUXUUaQsg9By%2FJORGkrSB8RnZv8sQVY%2BAhryEekf3zyj3teO1RcPtXEMeroFJoI0Ty0qZNkpL2WCV212Uf5SQ1QZ7UFN7xuSUH9eoVuS%2FZPXBdqDxUk0DDA34SxqF3qVxnlkiLcaeAEaJ1O0NbNsnrFwIKUsf01sGZhddqc6dAqSEh0coO8YrE4sCkBmOXA0%3D&name=5zkudo1fffmY9QacRp%2B8LXiezFc2phMAvEzDi0tNqZwXrDceq99hA3LvOcIQbOlEaEigX1MQf%2F51VW4ac4VFjwdHVvXCO1pB5J68BHG6SiTxwGWjGcbkKCtHO%2Bzw8RqbHjsMAxoMYFlXPs59vTpMZQeyUJ28gQt86hWdqu5pTqMKf0bgRoFFWj4AvHpZzqjlAT881TzjLNgf%2BSwhwlvriOtfcrQlgYhKSeV7M92ko0ztXR2Vu2MPJOz5fweKhsIsEl5ISbnMsyeDLklakKHv6iDDUrZJzWUtwrFR8CPZ32RL5xcIPyZKqgt0Vzqb%2FVnK
07-29 09:00_世界泳联世锦赛(跳水)_女子双人3米跳板、男子双人10米跳台预赛/决赛_陈艺文/陈佳出战女子双人3米板_2025年世界泳联世锦赛(跳水)_女子双人3米跳板 预赛,https://migu.188766.xyz/play?migutoken=ae9dfbf01dba7809f15d97f4d798024d&id=m0PA%2Bt966oK%2F2a%2Fk9o0Tnnewhd%2FpuZTCwY1GqA8S077oBQJ%2B%2FVnYSHXo3t3AK4xmSUhjukMviRK5eyBSbCnvPQWpkkarfTV3ZZ8jG42TRZrCiB7Qmg5sVN7QXz8rzHlhP05te%2FLwS%2FUzdYxRfZvY1HPUSHuAs83IWTmCGlwuIJ3tBx95h4J7dHlWbKgBHN7lcKFDO6fPtK3x%2Fx0oABDhkzeeoKa1IS8DrfV%2Fld7Q6Z4%3D&name=WwC8ZJjjN6mwc57n7xxF%2FCLRLtgCMvA0wYYImuGZvQAWJsAofYYO1BaMt%2BU7MnXm2nFzOG1XHb%2FydLN60dgK3d6MHINLPA7qLbZ31Tnt1NHiYE0rkwg0%2B786cl9QgpQxAscO1hsr%2Ba5zhhbq1eq0NSCxBdb7JpyZlIgQFGDxBSsCPHbZTmARdLgG8XrXMl935bZkZQ5yfWuG40%2F%2BXP%2FuVbjCGy9YOhUrAUsSVx2Pw8qRDs9QRIjX4m0MY6deJKW2LLgLB%2BO2QfojhiybaFVf6zz4TI%2Bwgyg8pL5nHZnMk3XLiCBPD2Erk7FqfAYD%2BRUN
07-28 23:00_拉克西莫娃出战 鲁塞对战拉杜卡努_拉克西莫娃出战 鲁塞对战拉杜卡努_赛场原声,http://one.loiey.top:55488/migu/956653524.m3u8?migutoken=73dbece7641c377d7f1903c853f7f3bfd0bd5479432c2df65fba2ed65e0f56f5fe2150743bca42e05e72676cb1edd7a9fab84a44192fba43f86e4ba8da62b551171c4b607d6aa8047ebd96b8
07-28 23:00_WTA蒙特利尔站第二日_拉克西莫娃出战 鲁塞对战拉杜卡努_赛场原声,https://migu.188766.xyz/play?migutoken=ef0b7d1c5fd3cd6e1bedefe16021bc66&id=G6MZENaiwTnIW7PTLmZcxK%2Fy7VsgPIcDcJrGtjkHNlpaDVmVMh%2FzgRAvNUCWLY2F96RMA3YWW1WtcE6QRC9iRCwfAyexUhhkORd40W10uEg7JwciCkgmeUeavnBY7q%2ForEPKKj4GP78%2FyY4ZDdBuf4O1Uzw%2Fb0UpEtN2ut6MYHIEEpJNqZE6i2Ydqg3m8cYufRhzYPAT6nbhUaOuVFsfCnaPXKvcfGZVGdpO5QqdEIY%3D&name=SOW9us%2BTiQtyFzkWux530vsk0QQlXqjrPtx%2F0MlxP%2B5WwhEjb2p9hByG5KuG0x2UrTxZx5uDF8HRSTnquFmGoCnJKlPMu4sfijj95rt0moZ7pMFnf67x7mN3OyRudO95eHYsWhU3HMGZrbSKeUy9vdewON6hx5TfLYctXlgmPsA%3D
07-28 23:00_WTA蒙特利尔站第二日_拉克西莫娃出战 鲁塞对战拉杜卡努_英文解说,https://migu.188766.xyz/play?migutoken=c357addc0ebf244e49ef12a2bd079c79&id=wqCrM%2BFAOsEibovwq1Ia4Mwy1peXEBUTxlJ%2Fj2Nab4hWLQcn3yKbzwsjDaP9wPdNKYR%2FWQvPEEx5cWdQPvq8ao20VWDumEzoe%2BEzW8pvWKzhLYATHRA9teBd2pDZKOdB3T0woKuyT4QJkoitxLK%2BCitKy%2BhXpe33%2BVymDyYtbgg4NGTbuelp43jqZ5bAuvclxtV7AJNZpFIKrj41GxzpKeEDgb42oGLk7oHpoIsD0c4%3D&name=Q9Fu7uvKNMrNdwAQyRFnMzAj0PCI7clVoSnRqDxn5In8Ie8itTO0tKmYpZ675uWr0GML9EjVpo1VSeL%2BoHmciU%2FePmA71ZGPqfuAFSxSA9i2OrO4r8oynKVf4CdHeYlg6iSVTCrn9059QYK8yBNT0dhYh%2FtKafjFtBpNujiP4es%3D
07-28 22:00_2025斯诺克上海大师赛第一轮：斯佳辉5_4领先王信伯 晚场接台再战_斯佳辉5_4领先王信伯 晚场接台再战_[回放]斯佳辉vs王信伯（一）,https://migu.188766.xyz/play?migutoken=0852442d2af8923c53a566eb35e9064f&id=MSSGN8Cm%2BLq850qQlbP%2B%2BG6rFwTC%2BoHr7NTgoY3txrkwYHeQ2NO1nt4LOIqdVZjCfWHr%2Fc8C99S7QMoNI1XJZjgxabeokXsqO2KjomcFOSz0eafupHgoXP3l1MjUVlQ9IWNAykR9DjwIGbsJcsPTxZMX84US4Y81YHszTbO2CpuPdxYHpp6e%2BRdJovz%2FBBaKuRoouQSDkEoRiEmFppExCBJGXAkqHTHRVkrrpiM5%2BIA%3D&name=po%2FfF0LOe6653X2UnUCWR9UHPF6GLYEODqMEC1OExdmmRfZrErWZSRPkpSTWyE3LSlNn9FwcAH24z1oWL6z9%2Ba4AHFpuRTw3R04q1Nr74YPTZArzJYXw8kVKesimktQ69M1WpEW3lHe%2FvwPI0jf8Y9KD1kFRoOlHf%2BY4ykFFYuO4WavfF6OVU435aoEfgx4HXgveyHYirNFKMTwUFPQPmGg8af8aHBYTf%2BQ%2BbA%2B0F%2FCEuTRCAtnwS7T%2BVZEjJrFEg2mWnUocPtzdnQkNDejAig%3D%3D
07-28 19:30_肖恩·墨菲6-0韩富源_肖恩·墨菲6-0韩富源_2号桌,http://one.loiey.top:55488/migu/956150839.m3u8?migutoken=05e5f6b5a64fcc76061e385b019181456c7c20df6cc3a4fe7ddea92545f2db2ce3dc703101e7bc49b0f0dd5a0b149ec2147f58b48bf07888325757ee68a335f6ad90afcc86ce7f48840291cd
07-28 19:30_福建闽港澳台“同心杯”篮球邀请赛_香港汉友篮球队vs福建浔兴俱乐部_[全场回放] 香港汉友篮球队vs福建晋江文旅,https://migu.188766.xyz/play?migutoken=4a129d4aaba57ea9072c4246435a689c&id=zEe1TB5F7sgyPWQcS4dEAWEaRIItvbZr%2BEQN8gJF1lDyS06wthTgpW3x%2B7mrUP0X1n9RgkxmBch%2BDp%2FLa0Cx44qXqRYkCBKWHne4giqHNVrdrPIVH6cxowcBhWKnJ76FnSb87kmDiYujLHIOOfZE%2BspDx3bSQ5Dabn3ekEWyNJxDmvMbPaFfL2Rx1qtmW69VXl%2FlyrDwP6%2BW4be2stDkFdCzzc%2BQ%2Fg1r01Pi4sUy7sw%3D&name=h7D2nBtD5hKKjMqgoanZWKqa705UKrJPqzH%2F3r4Kv1xHfvt4Fx9gVVGh87bLysw2cqZiT1XnDoK8q8LnKdy0fJFCQydlQrrFwhB82XrLyBW1QKCWWUyaWIQ22dW5xrI0MqA6Z6kgabwSx8ZOKgj6HN%2BTV%2FtwTl1UJAf1yJvBYud4EMAMhED%2FPkCAcex9XIgv5isLWYte3k%2FKytqo2yvAaj4E5BXSdPgvDV2dA4vrcZJSV%2BD6DvJQpZu9uu1FxOyv
07-28 19:30_2025斯诺克上海大师赛第一轮：肖恩·墨菲6_0韩富源_肖恩·墨菲6_0韩富源_2号桌,https://migu.188766.xyz/play?migutoken=81dc38e21d33ae9c1de62c0a0f6ce5cc&id=neC%2BwbRaOu0DULn3%2FxPlU45rIQmt8BaHw%2F2%2Btl5Hksi8K6KGdlCnGlPbCNBHSBGVYMwlPEFWE2q%2F724gKUTh%2B3bbZhlfYPK4wIAyQQJE9XjTs%2FH37R34FDeYp6cCH%2FvTqqXehAZcwITmVogkDmTbLfk1PII9bDwbr6cuXu5zOej%2BiWHrZARA4LUgyPigD1QpxuhS8tMxb%2FSWauZeWN89MDKi4HWL%2B5kBb5qncFvKu9k%3D&name=gu6MitdWIWp170Qz6xYNn5y1PM%2FUnwOSM5IKCcDUrL%2BeUpfFIEeMrQYEn24W93eUo8Sg%2BJWpjxz4Dl%2B1s6DoLgEHw%2F5cx7lw0G2jMYwVaC2lliSBJ5DpIS7soEcc6P%2BI4MPFi8v75bHHj%2BqSo90QF4zpJV1ygUxSGE3IPgNVT7xixHvVSgdflyprOre%2BsgQU
